"NatM_p_1_Fem_GP_1","SR_LN(R0)","SR_BH_steep","Q_extraSD_Acoustic_Survey(2)","ln(EffN_mult)_1","ln(EffN_mult)_2"
0.190667,13.9818,0.670874,0.401093,-0.523599,1.72553
0.224841,14.3429,0.738936,0.297042,-0.54963,3.48318
0.23187,14.8112,0.773778,0.261702,-0.64413,1.78549
0.207865,14.6287,0.852282,0.282396,-0.402861,1.78126
0.231554,14.8318,0.894474,0.439987,-0.765348,2.27137
0.230288,14.8279,0.839695,0.218541,-0.570572,1.93669
0.242227,14.7814,0.800449,0.216111,-0.529109,3.043
0.273657,15.2869,0.812682,0.216818,-0.580909,1.65581
0.25498,14.9124,0.661837,0.235657,-0.457131,1.42226
0.19923,14.4769,0.853419,0.195855,-0.575255,2.16671
0.232516,14.7338,0.767076,0.321449,-0.417173,2.60751
0.187852,14.3665,0.873875,0.344471,-0.663646,2.35568
0.244526,14.7884,0.795863,0.289006,-0.509436,1.78889
0.227061,14.7118,0.798474,0.17772,-0.667207,1.64086
0.226254,14.4964,0.866257,0.330629,-0.594692,2.37739
0.243005,14.8341,0.853652,0.264696,-0.640665,2.35067
0.230007,14.9601,0.954337,0.308183,-0.560866,4.34152
0.210744,14.295,0.589431,0.329142,-0.504634,2.44659
0.220425,14.5168,0.845006,0.218946,-0.433026,2.44448
0.245434,14.9027,0.85415,0.260162,-0.432536,1.74083
0.249475,14.9316,0.817025,0.547874,-0.687322,2.93758
0.173131,14.1877,0.735059,0.348932,-0.710696,3.23591
0.210121,14.5332,0.908296,0.317474,-0.813048,3.50044
0.254038,15.2061,0.746564,0.469868,-0.71361,1.83255
0.225715,14.7903,0.930954,0.269295,-0.572914,2.55899
0.260149,15.0114,0.706634,0.231683,-0.687327,2.76818
0.241202,15.0447,0.872827,0.284279,-0.694475,2.38954
0.241822,15.0316,0.77012,0.30802,-0.569433,1.49332
0.25703,14.747,0.685673,0.185101,-0.463012,0.966918
0.249873,14.7514,0.920946,0.35326,-0.723068,1.61522
0.266589,15.0351,0.948332,0.311536,-0.532406,2.33465
0.26103,14.9943,0.65636,0.430182,-0.430776,1.99319
0.255381,15.03,0.875923,0.31395,-0.325771,2.76759
0.199735,13.8993,0.974082,0.321768,-0.519878,3.19684
0.231749,14.5363,0.754002,0.36062,-0.371876,2.97399
0.243958,14.8112,0.83525,0.204083,-0.403919,1.98257
0.237255,14.5676,0.875289,0.362842,-0.603876,2.31463
0.258968,15.0386,0.795192,0.32482,-0.703962,4.24563
0.212275,14.5142,0.954567,0.162078,-0.491457,2.28142
0.23397,15.0137,0.888778,0.229848,-0.607399,2.58934
0.213247,14.3898,0.651656,0.411161,-0.610871,1.97282
0.211003,14.7262,0.940706,0.192881,-0.319169,3.18445
0.202345,14.2875,0.903211,0.187693,-0.618123,0.900777
0.257803,15.2665,0.911857,0.21867,-0.708909,2.85376
0.222538,14.5127,0.865463,0.230022,-0.61029,2.27413
0.26986,14.8518,0.811736,0.349158,-0.655754,2.05352
0.252372,14.9571,0.796187,0.293715,-0.654387,3.76197
0.230808,14.5618,0.761353,0.189981,-0.52035,2.93964
0.226582,15.0656,0.928217,0.289852,-0.629315,3.60499
0.229395,14.5764,0.876811,0.354807,-0.423438,1.68359
0.261118,15.2785,0.885827,0.30958,-0.600532,2.5056
0.234067,14.8871,0.835954,0.4135,-0.591543,2.24666
0.21801,14.4523,0.698365,0.224996,-0.558741,1.43062
0.227843,14.33,0.651436,0.25446,-0.418286,2.15915
0.200636,14.4446,0.763716,0.3709,-0.686089,2.13534
0.246523,14.8317,0.780608,0.280775,-0.550949,4.0864
0.264462,14.9533,0.988501,0.341673,-0.636778,2.06917
0.245224,14.9567,0.650476,0.212405,-0.490479,2.8112
0.234147,14.9513,0.860072,0.320385,-0.546344,4.67724
0.23123,14.5869,0.680111,0.389053,-0.684703,2.09427
0.204134,14.3822,0.698383,0.249653,-0.39196,1.78736
0.250003,14.9419,0.828548,0.363612,-0.504577,3.72135
0.270915,15.4986,0.828825,0.336781,-0.595832,2.4924
0.212101,14.6479,0.645781,0.490862,-0.527092,1.62643
0.220606,14.7336,0.71001,0.386015,-0.611808,1.49604
0.223776,14.5261,0.956166,0.457784,-0.534317,1.71743
0.234815,14.6552,0.734187,0.417739,-0.637695,3.17776
0.231789,14.5263,0.768488,0.24673,-0.442029,1.50251
0.195541,13.7432,0.680913,0.224302,-0.489674,2.75956
0.242086,14.6445,0.564095,0.259801,-0.710947,2.18731
0.213917,14.6043,0.690074,0.444135,-0.63928,2.70239
0.214311,14.3575,0.707244,0.286447,-0.449922,2.99239
0.249047,14.7977,0.796578,0.33628,-0.396349,2.61672
0.220049,14.5307,0.613825,0.193573,-0.348289,2.37159
0.262408,15.0739,0.810886,0.18468,-0.547467,1.48618
0.216689,14.6707,0.864882,0.365397,-0.57027,1.82361
0.234887,14.8393,0.742895,0.441935,-0.504456,0.938853
0.256984,15.2418,0.811803,0.375583,-0.493207,1.9367
0.233894,14.7663,0.729117,0.227629,-0.339676,2.7683
0.217545,14.4208,0.787944,0.169963,-0.61318,2.36039
0.23604,14.7553,0.928887,0.335399,-0.583779,1.33436
0.202742,14.7271,0.856192,0.41987,-0.509387,2.49865
0.210652,14.5051,0.920321,0.267284,-0.450228,1.41809
0.230537,14.5793,0.739789,0.277906,-0.487717,2.99965
0.245782,14.658,0.662234,0.204167,-0.533442,1.68197
0.212876,14.6121,0.890906,0.349918,-0.651333,3.56489
0.203739,14.2943,0.712414,0.419887,-0.546677,2.88746
0.222182,14.6032,0.862894,0.259267,-0.23529,2.9642
0.206642,14.5138,0.790894,0.218322,-0.529152,1.92315
0.213246,14.4026,0.86599,0.264742,-0.472425,1.35489
0.207383,14.2574,0.933221,0.241884,-0.70831,2.11025
0.232863,14.6985,0.824982,0.219978,-0.598255,3.34966
0.267022,15.0017,0.756169,0.306541,-0.622565,3.1128
0.212285,14.6522,0.645467,0.426503,-0.704132,4.27183
0.201395,14.5063,0.945177,0.291785,-0.4612,1.74797
0.249496,14.764,0.781914,0.205524,-0.570923,4.51383
0.183952,14.3075,0.825037,0.342604,-0.642696,2.63221
0.208258,14.3319,0.791401,0.295881,-0.455328,3.56718
0.239455,14.9117,0.912138,0.361067,-0.546224,1.71052
0.255725,15.3951,0.872095,0.350124,-0.509879,3.50395
0.267548,14.9802,0.718715,0.256058,-0.607998,1.68179
0.212057,14.5044,0.865276,0.53788,-0.530004,2.49873
0.269754,15.3979,0.65634,0.416221,-0.478635,1.32036
0.223697,15.1356,0.556688,0.305924,-0.691206,3.5667
0.277037,15.4164,0.557701,0.525414,-0.535398,1.40081
0.260451,15.3584,0.675002,0.476896,-0.59299,2.13219
0.211254,14.6552,0.613751,0.591806,-0.384627,2.6528
0.256793,14.9871,0.719915,0.231271,-0.684751,2.48517
0.220613,14.778,0.83548,0.181518,-0.519905,1.92762
0.242028,14.8305,0.726242,0.415873,-0.616732,3.94883
0.218204,14.8351,0.639142,0.23108,-0.473591,2.71832
0.239793,14.8512,0.648226,0.348153,-0.639664,2.11683
0.195186,14.0778,0.844387,0.264674,-0.581554,2.25358
0.209287,14.7533,0.833051,0.34269,-0.488296,1.44809
0.232228,14.915,0.887793,0.20982,-0.539395,2.91674
0.261049,15.065,0.716832,0.336148,-0.544221,3.10619
0.251997,15.1243,0.849804,0.328975,-0.65115,3.59334
0.232215,14.5245,0.889536,0.276947,-0.557165,2.18932
0.259851,15.0083,0.883977,0.423392,-0.492394,1.79465
0.243693,15.1431,0.652801,0.382141,-0.483942,1.91144
0.241417,14.9857,0.714079,0.368765,-0.510668,3.30138
0.24418,15.3384,0.93976,0.388686,-0.350637,3.50414
0.208403,14.2068,0.764258,0.21322,-0.603875,1.98018
0.248931,15.1461,0.866907,0.271908,-0.718526,2.81779
0.21085,14.6432,0.77454,0.259568,-0.576221,1.13513
0.258806,15.0386,0.890713,0.258518,-0.42339,1.66834
0.210901,14.5475,0.727231,0.298449,-0.565588,1.36003
0.212879,14.403,0.627639,0.358206,-0.677708,2.75467
0.220934,14.6433,0.757398,0.279116,-0.544438,2.51525
0.273564,15.2257,0.863019,0.764623,-0.577791,4.13524
0.191421,14.1965,0.921729,0.299487,-0.685403,2.01125
0.207577,14.1803,0.65219,0.149157,-0.300485,3.07542
0.196236,14.1021,0.678747,0.275792,-0.390034,1.66519
0.205252,14.2656,0.769783,0.296151,-0.52511,4.06022
0.241437,14.9966,0.806628,0.315695,-0.484338,2.45875
0.242102,15.2253,0.736162,0.226129,-0.475693,2.57063
0.272911,15.4899,0.863719,0.361858,-0.372214,2.39041
0.247082,14.9826,0.804728,0.39291,-0.678434,3.68044
0.211991,14.6717,0.814097,0.400986,-0.659419,2.50741
0.246463,14.816,0.609737,0.179499,-0.53626,2.33561
0.256204,15.0412,0.866734,0.242382,-0.456942,2.48894
0.240393,14.8307,0.851335,0.220164,-0.587218,2.45188
0.195764,14.357,0.749246,0.316378,-0.539556,3.73634
0.256743,14.9924,0.75873,0.160688,-0.436679,1.64637
0.202015,14.4243,0.64529,0.460509,-0.574152,2.49025
0.242181,14.8923,0.752551,0.194188,-0.45579,2.7979
0.240417,14.9801,0.788,0.209619,-0.5919,2.8846
0.242689,14.8347,0.733766,0.458064,-0.372464,3.0404
0.225045,14.9786,0.624338,0.452706,-0.537462,3.43807
0.243191,15.0728,0.754958,0.570692,-0.380277,3.50232
0.218741,15.1529,0.67813,0.220706,-0.504138,3.635
0.217924,14.8985,0.547904,0.331118,-0.599358,2.81017
0.288757,15.3414,0.657506,0.347671,-0.495626,2.76891
0.262842,15.3591,0.922068,0.524718,-0.671002,2.21239
0.198647,14.5425,0.720646,0.213541,-0.628046,2.2873
0.234395,14.5172,0.827114,0.321702,-0.605418,3.11358
0.204486,14.6628,0.814019,0.214146,-0.675675,3.29749
0.194157,14.0622,0.806899,0.18455,-0.500659,2.67817
0.250182,15.4508,0.828222,0.341783,-0.658406,1.42409
0.213375,14.463,0.837373,0.399436,-0.467693,2.30306
0.223288,14.7418,0.848515,0.242921,-0.564575,1.36836
0.216415,14.4189,0.824766,0.420041,-0.430397,5.90147
0.231794,15.058,0.922448,0.324909,-0.591165,1.58944
0.239635,14.545,0.830098,0.422354,-0.508193,1.96849
0.26849,15.0905,0.901465,0.424511,-0.684634,1.89857
0.267392,15.254,0.976325,0.278711,-0.571116,2.06828
0.200302,14.2041,0.780479,0.331016,-0.612844,2.72493
0.198453,14.3173,0.875495,0.263426,-0.545985,3.65948
0.19734,14.3237,0.857018,0.424123,-0.644285,4.69455
0.225892,14.9456,0.772189,0.339278,-0.585558,2.0671
0.218217,14.7553,0.725334,0.527623,-0.669349,1.81258
0.23521,14.7269,0.871157,0.274929,-0.537274,1.88568
0.233216,14.8115,0.893437,0.38523,-0.582329,3.14666
0.225036,14.5812,0.732253,0.240253,-0.299295,1.1784
0.237916,14.8873,0.63225,0.220526,-0.645048,3.45433
0.185058,13.9724,0.80945,0.39294,-0.504843,2.1824
0.222729,14.315,0.892836,0.273482,-0.735339,4.26164
0.263174,15.1772,0.652638,0.302248,-0.612119,1.55319
0.221108,14.6498,0.875703,0.200065,-0.719283,3.3472
0.262895,14.9491,0.905674,0.195817,-0.469952,1.38757
0.222855,14.4784,0.760217,0.168699,-0.374534,2.50732
0.22744,15.055,0.792858,0.227778,-0.702929,0.943462
0.191012,14.3595,0.964074,0.329263,-0.552094,4.55292
0.209175,14.297,0.885161,0.264151,-0.739866,2.38103
0.219042,15.0359,0.835834,0.251735,-0.592931,3.54301
0.235892,14.6231,0.868126,0.374565,-0.397649,3.46751
0.235857,14.6098,0.923117,0.419994,-0.488648,2.49568
0.214489,14.4574,0.939926,0.219301,-0.675685,2.86198
0.220746,14.7183,0.811214,0.287387,-0.613947,2.42336
0.208628,14.4293,0.544447,0.375398,-0.566138,2.73559
0.256297,14.8783,0.892695,0.260033,-0.706662,1.89793
0.199261,14.4515,0.705757,0.181051,-0.419259,1.85453
0.225801,14.5357,0.678932,0.362873,-0.570553,2.49724
0.195381,14.169,0.452166,0.309888,-0.606105,3.66009
0.233493,14.7777,0.64405,0.184326,-0.617873,2.73379
0.216083,14.516,0.513044,0.395414,-0.385062,1.78381
0.196655,14.757,0.675458,0.37341,-0.357677,2.57501
0.203585,14.6094,0.700881,0.251134,-0.565032,1.8101
0.245996,15.3417,0.69902,0.38019,-0.561892,2.61334
0.210182,14.1718,0.945853,0.606367,-0.277674,3.52147
0.224487,14.5107,0.695878,0.245786,-0.553695,2.88661
0.1966,14.2133,0.736919,0.240753,-0.485814,2.00048
0.248055,14.8094,0.700595,0.338901,-0.716916,1.6045
0.229152,14.8961,0.88822,0.309799,-0.571742,1.67691
0.24518,14.9641,0.755319,0.348547,-0.404553,3.42608
0.278885,15.0235,0.771961,0.646282,-0.405321,2.34243
0.213717,14.6905,0.843333,0.318268,-0.573886,1.04929
0.247403,15.1603,0.910992,0.216572,-0.549203,3.67436
0.238887,15.0672,0.917139,0.300445,-0.529383,3.7845
0.221862,14.5233,0.788504,0.367451,-0.712299,1.89791
0.229855,14.4713,0.815997,0.295474,-0.780361,3.91551
0.23054,14.907,0.789696,0.301161,-0.420233,3.7653
0.214424,14.9138,0.730402,0.322207,-0.423128,2.13227
0.222173,14.9032,0.790234,0.390545,-0.802433,2.38684
0.206378,14.7627,0.815148,0.348932,-0.522232,2.42425
0.27247,15.2724,0.943727,0.233656,-0.562478,2.26059
0.204073,14.5355,0.946657,0.204207,-0.703046,1.82165
0.256172,15.116,0.701308,0.293213,-0.517583,4.51918
0.221258,14.7491,0.723284,0.309253,-0.697343,1.78079
0.220704,14.6831,0.982126,0.255765,-0.53917,1.78771
0.252509,14.7682,0.758353,0.400556,-0.630987,2.83817
0.231313,14.5998,0.574501,0.357994,-0.570142,1.01055
0.242001,14.9088,0.817678,0.303969,-0.364637,2.84187
0.258666,15.0066,0.572719,0.231281,-0.54587,2.90458
0.20263,14.5237,0.953665,0.360973,-0.585667,2.28231
0.233427,14.5021,0.743158,0.266409,-0.687662,2.18699
0.199223,14.7181,0.889608,0.282015,-0.616163,3.11876
0.240738,14.9315,0.884251,0.216457,-0.654268,2.63993
0.200447,14.3064,0.816135,0.521213,-0.562204,1.23447
0.253602,15.2493,0.932521,0.451847,-0.602343,2.70938
0.220729,14.5082,0.8441,0.270553,-0.548176,1.76088
0.234974,14.7723,0.864378,0.241911,-0.807432,2.5364
0.218242,14.5365,0.831749,0.402644,-0.6728,1.16392
0.238325,14.8554,0.967959,0.411277,-0.528254,2.89051
0.207088,14.2914,0.918873,0.299009,-0.591893,2.13115
0.229687,14.8435,0.829697,0.301081,-0.543605,3.89402
0.223544,14.5014,0.808396,0.279589,-0.368942,1.94874
0.21712,14.948,0.963889,0.180192,-0.605319,2.00307
0.284159,15.5315,0.811255,0.274443,-0.560619,1.6258
0.275467,15.2397,0.655321,0.277298,-0.431301,3.44417
0.251619,15.2565,0.653426,0.13415,-0.623285,2.67556
0.274515,15.1976,0.888042,0.350393,-0.605891,2.63053
0.256058,15.0803,0.86382,0.534614,-0.4334,4.04757
0.263221,15.1286,0.919746,0.440076,-0.578619,3.81291
0.242743,15.1301,0.630758,0.217368,-0.43591,2.59793
0.225072,14.5156,0.713423,0.385601,-0.516433,2.36607
0.25572,15.2891,0.885916,0.346252,-0.504053,1.72677
0.217603,14.4817,0.846784,0.286867,-0.527893,1.22584
0.210844,14.3611,0.809672,0.575029,-0.632038,1.91159
0.219453,14.6031,0.799574,0.203756,-0.458831,3.37185
0.207444,14.21,0.606252,0.504393,-0.68885,2.29504
0.235758,14.997,0.761325,0.501847,-0.668324,1.8383
0.205605,14.4559,0.826804,0.320572,-0.612661,3.3484
0.263338,15.2361,0.841291,0.286233,-0.475606,1.80373
0.209945,14.4762,0.831605,0.648254,-0.700232,3.13894
0.204158,14.1297,0.875994,0.231254,-0.66144,2.83864
0.238213,14.7829,0.879532,0.233984,-0.637637,2.29331
0.22282,14.8164,0.871818,0.340816,-0.692109,3.48457
0.234296,14.5865,0.773029,0.287118,-0.596652,3.39893
0.231773,14.8175,0.962942,0.317784,-0.594887,2.97556
0.182522,14.2249,0.93789,0.270872,-0.502662,2.79868
0.225453,14.8292,0.732492,0.27879,-0.503875,1.60563
0.243686,14.3698,0.95187,0.310225,-0.606947,3.67471
0.236448,14.8987,0.762865,0.375661,-0.793538,3.19359
0.218918,14.5303,0.669536,0.273476,-0.574651,1.70302
0.193831,14.4464,0.972946,0.507529,-0.625929,1.42347
0.231933,14.3746,0.885211,0.228952,-0.545557,3.64983
0.243129,14.7826,0.654877,0.361167,-0.702992,1.76637
0.244971,15.0382,0.759507,0.309503,-0.56736,2.19195
0.25224,15.0132,0.75985,0.319339,-0.572696,2.11601
0.244637,14.7777,0.542411,0.361898,-0.476707,3.27345
0.273163,15.4816,0.793539,0.381489,-0.427376,4.34679
0.216258,14.502,0.93767,0.355519,-0.572957,2.21373
0.232621,14.9901,0.820226,0.257745,-0.479206,2.87896
0.253491,14.597,0.505734,0.251595,-0.492693,1.76201
0.238361,14.7759,0.91648,0.259085,-0.74465,2.0616
0.220174,14.7087,0.731696,0.349656,-0.680564,2.71789
0.248057,15.199,0.831477,0.247757,-0.58619,2.80374
0.237761,15.1696,0.854087,0.245364,-0.619274,2.39192
0.263601,15.0659,0.924676,0.244837,-0.684346,2.87324
0.243691,14.718,0.870596,0.248477,-0.552583,1.30663
0.219874,14.8824,0.575633,0.252763,-0.689357,2.79416
0.245602,15.0259,0.949789,0.475768,-0.578496,2.1874
0.225089,14.7337,0.54543,0.345464,-0.498744,2.26857
0.198773,14.2824,0.756128,0.303472,-0.325738,1.64102
0.253131,15.2196,0.944386,0.298147,-0.312231,2.17375
0.243173,14.8191,0.86661,0.232048,-0.754703,4.3163
0.242472,14.7341,0.649397,0.222857,-0.360775,2.06648
0.24106,14.7851,0.960815,0.26992,-0.570498,2.15081
0.261963,15.0597,0.589743,0.25897,-0.701764,1.7389
0.271265,14.9017,0.601343,0.252021,-0.531704,3.61336
0.228039,14.4735,0.894851,0.351271,-0.403702,2.6351
0.207983,14.7846,0.839084,0.233144,-0.355562,2.29591
0.244498,15.0214,0.745579,0.376092,-0.637166,3.04984
0.232168,14.3414,0.593883,0.346572,-0.597733,1.78007
0.230097,14.7624,0.76402,0.233522,-0.577716,2.88
0.222711,14.3614,0.796019,0.287487,-0.508323,2.80595
0.201525,14.2578,0.900535,0.342069,-0.571759,2.15469
0.217429,14.6857,0.831152,0.338446,-0.372628,1.40565
0.205609,14.1045,0.861851,0.307803,-0.675963,0.872558
0.258002,14.8205,0.724727,0.318372,-0.51674,2.14573
0.242995,14.7639,0.902645,0.306459,-0.585125,4.65385
0.192098,14.1546,0.798563,0.335452,-0.60917,1.71022
0.233919,14.4857,0.697685,0.21975,-0.600248,2.90026
0.258331,15.3816,0.862337,0.234906,-0.582463,1.40984
0.254352,14.8874,0.857043,0.293226,-0.652884,2.42117
0.257959,15.3317,0.811419,0.291608,-0.620261,3.45234
0.22315,14.9679,0.760537,0.32104,-0.512419,2.78915
0.199361,14.1817,0.611471,0.329885,-0.519266,2.82605
0.236424,14.6556,0.750653,0.27833,-0.620417,1.43843
0.20807,14.5566,0.846026,0.278351,-0.58938,2.4094
0.216914,14.6432,0.972553,0.210927,-0.726765,1.45664
0.219543,14.6077,0.830016,0.451147,-0.678253,3.30355
0.190989,14.1624,0.903256,0.346598,-0.447186,1.42118
0.212766,14.4616,0.639289,0.31411,-0.370977,2.1906
0.25749,15.2152,0.81484,0.209474,-0.471396,2.61957
0.214361,14.7621,0.870811,0.484052,-0.435649,1.23451
0.205949,14.1238,0.861773,0.485781,-0.503907,2.42481
0.248987,15.4827,0.7437,0.206833,-0.68532,2.1038
0.233858,15.3221,0.817303,0.457876,-0.564267,1.99546
0.184695,14.2316,0.966973,0.210154,-0.527354,2.41947
0.214077,14.2919,0.76782,0.343438,-0.639688,1.0275
0.230818,14.6629,0.94772,0.278992,-0.768105,1.87529
0.265126,15.1347,0.82811,0.255977,-0.540416,2.56911
0.197104,14.4302,0.815087,0.19129,-0.577849,3.89764
0.234447,14.5317,0.871873,0.214851,-0.653142,5.38859
0.235095,14.9391,0.947163,0.399354,-0.707624,1.69491
0.211817,14.7173,0.915044,0.443911,-0.555767,4.53625
0.233845,14.8574,0.743013,0.378796,-0.66957,3.36
0.215706,14.2204,0.920007,0.234152,-0.49091,2.37795
0.222506,14.9295,0.734388,0.446845,-0.554819,2.07225
0.212602,14.4157,0.807875,0.37712,-0.487199,1.55831
0.24496,14.9968,0.983504,0.219986,-0.725607,1.77822
0.23026,14.4952,0.800368,0.338407,-0.599301,3.13379
0.223208,14.7808,0.736841,0.416871,-0.612571,1.5684
0.230281,14.4647,0.830942,0.275224,-0.726787,2.12849
0.237929,14.8891,0.704627,0.330598,-0.588237,2.08868
0.210808,14.3186,0.915991,0.704139,-0.638791,1.19517
0.229694,15.0216,0.929578,0.182504,-0.459049,1.51092
0.218231,14.3062,0.870798,0.34578,-0.39401,3.08142
0.223889,14.6105,0.842577,0.369364,-0.53263,2.12178
0.259773,14.7687,0.923396,0.284078,-0.515789,1.67627
0.25118,15.2856,0.745409,0.628776,-0.588443,3.27689
0.215771,14.7466,0.88651,0.357556,-0.557262,2.7238
0.257089,15.0144,0.732172,0.27906,-0.409851,1.6144
0.207212,14.3626,0.89,0.301847,-0.584708,1.42436
0.227004,14.954,0.973207,0.476189,-0.693921,2.80101
0.250109,14.9935,0.976203,0.238199,-0.496907,2.89284
0.220953,14.6644,0.880025,0.230398,-0.473012,2.63625
0.240924,15.257,0.820936,0.398262,-0.621872,1.0598
0.210079,14.5368,0.872231,0.408441,-0.660713,1.69546
0.222209,14.6916,0.860735,0.250349,-0.61802,3.14666
0.206078,14.4499,0.873929,0.288692,-0.678116,1.19858
0.211074,14.4612,0.97243,0.287376,-0.497465,3.2351
0.210606,14.5383,0.833386,0.421626,-0.67433,3.7537
0.216111,14.2546,0.86765,0.228492,-0.720504,2.35692
0.216148,14.7163,0.843771,0.431297,-0.560339,2.67322
0.233833,14.6972,0.785272,0.187442,-0.637413,2.21388
0.206661,14.6367,0.902171,0.247296,-0.336397,2.73268
0.22997,14.5771,0.817812,0.266364,-0.644113,1.60649
0.190721,14.4542,0.817511,0.525342,-0.722614,1.94023
0.214911,14.4813,0.851159,0.305859,-0.401291,1.84893
0.228576,14.5898,0.885902,0.245194,-0.599831,2.13972
0.248721,14.8027,0.800328,0.258402,-0.51958,1.70503
0.241765,14.7232,0.655721,0.209529,-0.364489,1.54495
0.216574,14.596,0.95449,0.299761,-0.511089,1.9366
0.270429,15.2296,0.695419,0.345296,-0.56504,1.69284
0.233633,14.6428,0.776626,0.612937,-0.695552,1.53641
0.210934,14.5945,0.89603,0.436821,-0.599859,3.43281
0.192094,14.4943,0.718299,0.360031,-0.362338,2.32368
0.238736,15.0318,0.779507,0.29946,-0.427346,5.21701
0.211501,14.6131,0.953015,0.207476,-0.572891,4.41535
0.251026,14.5899,0.862054,0.492159,-0.536846,1.88583
0.247539,15.0282,0.860155,0.305024,-0.596647,2.34933
0.208508,14.6802,0.6886,0.23197,-0.689435,0.942446
0.229007,14.6555,0.758426,0.254715,-0.526799,2.09178
0.214525,14.6569,0.843407,0.473546,-0.527251,2.75007
0.209198,14.5595,0.856623,0.246578,-0.484791,2.27633
0.218408,14.6393,0.708156,0.390498,-0.525545,2.32478
0.211896,14.4541,0.882837,0.343452,-0.433696,1.89231
0.196705,14.2185,0.735047,0.386921,-0.525167,2.43357
0.225105,14.7324,0.653292,0.342422,-0.650971,2.07869
0.181433,14.2868,0.781493,0.326163,-0.612837,1.73723
0.245533,15.1875,0.943595,0.309209,-0.455034,2.56067
0.210425,14.2396,0.914443,0.276524,-0.620701,2.26639
0.220094,14.4311,0.870144,0.294276,-0.486913,1.55589
0.254914,15.2106,0.864407,0.20479,-0.534812,2.00207
0.228286,15.0601,0.760934,0.283754,-0.405238,2.83959
0.209012,14.3862,0.620627,0.499585,-0.51505,2.66541
0.190882,14.3642,0.826349,0.284313,-0.766624,1.54061
0.222475,14.7466,0.780434,0.380436,-0.67438,1.31863
0.212567,13.9905,0.912671,0.310604,-0.582381,1.86249
0.256453,15.093,0.851908,0.34332,-0.43636,3.47902
0.212812,14.7015,0.633842,0.342314,-0.572134,1.77776
0.228212,14.4009,0.815331,0.242408,-0.53323,2.90491
0.210392,14.836,0.838954,0.264421,-0.564859,1.69884
0.214294,14.2573,0.816593,0.32622,-0.719923,2.04697
0.233477,14.833,0.962061,0.284949,-0.409492,2.01063
0.230264,14.448,0.726995,0.314197,-0.583122,2.12519
0.222549,14.6894,0.803215,0.252145,-0.542112,4.86863
0.249379,15.0635,0.860064,0.177668,-0.727049,2.37006
0.241244,14.9121,0.869398,0.285393,-0.554803,2.69864
0.21498,14.3888,0.617495,0.235092,-0.532549,2.79811
0.259873,15.2676,0.744931,0.271694,-0.590953,2.59942
0.245093,14.9763,0.716498,0.389554,-0.59324,2.07971
0.184877,14.1876,0.838287,0.404796,-0.661335,3.81421
0.222034,14.8784,0.784199,0.490758,-0.583276,1.78549
0.254949,14.6303,0.647172,0.212552,-0.519046,2.80676
0.222625,14.9948,0.815161,0.371477,-0.478905,2.83679
0.217098,14.702,0.920458,0.159424,-0.4139,4.16341
0.167929,13.942,0.639773,0.192389,-0.527281,4.10196
0.197894,14.3323,0.782179,0.258421,-0.49535,2.0606
0.237776,14.8045,0.633345,0.52783,-0.47659,3.57423
0.193163,14.2123,0.860529,0.282795,-0.500101,1.53832
0.245942,14.821,0.890363,0.395817,-0.426649,2.62669
0.183692,14.3188,0.773483,0.260683,-0.68215,1.38839
0.214903,14.4575,0.791429,0.233315,-0.682091,3.02743
0.229194,14.823,0.625957,0.324915,-0.490681,1.91549
0.253164,14.9659,0.939456,0.304365,-0.678368,1.3064
0.19286,14.2955,0.869186,0.349781,-0.568068,2.5327
0.198132,14.4424,0.840447,0.260478,-0.657252,1.94373
0.217675,14.8314,0.892021,0.429462,-0.473984,1.40862
0.22822,14.731,0.880922,0.250101,-0.652079,2.2573
0.255094,14.9259,0.890974,0.483533,-0.49205,2.33392
0.259999,15.0034,0.738809,0.40503,-0.773336,1.77293
0.203388,14.2892,0.812153,0.226824,-0.408793,2.54603
0.256598,14.6361,0.829264,0.253469,-0.658627,4.1863
0.213365,14.4355,0.871886,0.278102,-0.594762,2.74093
0.226001,14.7036,0.857266,0.329674,-0.659491,2.76141
0.226395,14.845,0.864336,0.262783,-0.495488,2.99714
0.209212,14.8302,0.903737,0.232725,-0.505811,3.95305
0.237433,14.7566,0.779593,0.352601,-0.640179,2.0575
0.211642,14.522,0.628011,0.267134,-0.575555,1.84029
0.229597,14.4978,0.717307,0.445349,-0.638664,1.65033
0.248456,14.9753,0.740163,0.357873,-0.665769,1.83699
0.241737,14.9265,0.800886,0.292557,-0.55469,1.96278
0.235374,14.7537,0.869819,0.225203,-0.485374,2.77841
0.259374,14.7039,0.752101,0.371808,-0.264885,4.13688
0.199398,15.0739,0.826215,0.209486,-0.561808,1.72521
0.24936,15.1097,0.726119,0.410263,-0.596612,2.10264
0.203534,14.308,0.798028,0.378057,-0.509199,1.73693
0.261363,15.069,0.821491,0.362078,-0.505987,4.00001
0.214287,14.5092,0.842129,0.4018,-0.586821,2.69105
0.24386,14.9874,0.87719,0.33875,-0.449127,3.03919
0.201569,14.3897,0.92995,0.251069,-0.664751,3.14232
0.220948,14.4306,0.800685,0.240103,-0.66004,4.30169
0.215927,14.8365,0.816977,0.205009,-0.665488,2.3644
0.216559,14.5047,0.747465,0.247564,-0.57103,1.8504
0.234503,14.4147,0.9103,0.409984,-0.439107,1.36858
0.223425,14.7683,0.791879,0.449366,-0.496097,1.96776
