"NatM_p_1_Fem_GP_1","SR_LN(R0)","SR_BH_steep","Q_extraSD_Acoustic_Survey(2)","ln(EffN_mult)_1","ln(EffN_mult)_2"
0.227952,14.7664,0.921461,0.209037,-0.663492,4.48701
0.272533,15.3153,0.872902,0.529906,-0.580627,1.48355
0.247238,15.0777,0.610635,0.341021,-0.794994,2.31152
0.230973,14.7197,0.577444,0.192622,-0.640969,2.47908
0.25443,15.2417,0.893581,0.369342,-0.648685,3.4463
0.255328,14.9222,0.742119,0.292071,-0.476079,2.76799
0.248439,14.8469,0.684867,0.200817,-0.543582,1.94168
0.261784,15.0498,0.789959,0.287009,-0.411698,1.91706
0.229238,14.8381,0.824358,0.404098,-0.560973,2.79446
0.190402,14.6214,0.73736,0.299268,-0.74938,3.54313
0.258983,15.3465,0.734427,0.302703,-0.543028,1.59381
0.222063,14.7465,0.869532,0.351907,-0.431243,3.02039
0.24697,15.0573,0.895583,0.397118,-0.5063,3.37574
0.201923,14.2718,0.641791,0.291724,-0.751316,2.46175
0.214224,14.4304,0.787999,0.493985,-0.423741,1.62707
0.228311,14.5441,0.625503,0.322711,-0.618831,3.16768
0.248161,14.8912,0.638102,0.220588,-0.452027,3.02048
0.211647,14.4503,0.922531,0.298278,-0.65718,0.986459
0.205269,14.319,0.914838,0.268146,-0.698323,1.27039
0.232236,14.3504,0.793794,0.274718,-0.354589,2.58691
0.196088,14.2279,0.777242,0.276771,-0.597051,2.00453
0.226771,14.5407,0.829699,0.306664,-0.412087,3.22913
0.222581,14.2763,0.96043,0.293366,-0.620141,2.88108
0.208691,14.2379,0.90776,0.204958,-0.372983,2.53155
0.206121,14.4462,0.728124,0.195066,-0.356855,2.70858
0.203089,14.392,0.727174,0.26971,-0.700147,1.86464
0.256021,15.0685,0.767908,0.373526,-0.546358,2.20039
0.220561,14.7414,0.934027,0.232305,-0.711695,2.50215
0.227699,15.0791,0.964574,0.254664,-0.624119,3.14569
0.217124,14.6186,0.964431,0.263587,-0.525635,2.56305
0.228112,14.796,0.644013,0.342047,-0.544665,1.48129
0.183574,14.2521,0.942882,0.432344,-0.689286,1.91039
0.239624,14.6835,0.837349,0.422202,-0.439619,2.25385
0.223253,14.7018,0.928348,0.251561,-0.674616,2.34024
0.214614,14.4873,0.862478,0.207378,-0.570767,3.35421
0.251219,14.9013,0.92891,0.319,-0.561585,2.8523
0.229238,14.7819,0.772914,0.226456,-0.435204,2.74597
0.221025,14.5812,0.575758,0.257841,-0.535857,1.53078
0.213819,14.3741,0.690754,0.234907,-0.686209,2.66378
0.239406,14.7996,0.85973,0.30594,-0.639586,1.97753
0.232647,14.6784,0.759773,0.247217,-0.620542,4.62809
0.224475,14.7835,0.802924,0.53961,-0.614308,1.88952
0.197979,14.2,0.726196,0.24632,-0.507776,3.74118
0.254864,15.1958,0.844368,0.344292,-0.568849,1.13532
0.249984,14.9173,0.865407,0.353378,-0.517337,2.20248
0.220332,14.78,0.662613,0.211044,-0.457316,3.68419
0.23102,14.7731,0.877246,0.355664,-0.617444,2.24423
0.230899,15.1722,0.768902,0.267763,-0.549387,3.22971
0.208433,14.7008,0.727648,0.304396,-0.735337,1.63868
0.258174,15.6713,0.700371,0.2473,-0.714069,2.50145
0.228965,14.7363,0.535092,0.322239,-0.488719,1.31463
0.241005,15.0457,0.669831,0.250231,-0.500605,1.43586
0.253141,14.8919,0.694248,0.322365,-0.485823,1.52429
0.239322,14.9646,0.632536,0.305016,-0.664553,2.76509
0.238221,14.7903,0.9708,0.326477,-0.697569,1.50178
0.221322,14.5478,0.799984,0.279112,-0.615822,2.71175
0.223524,14.5703,0.884869,0.267672,-0.563568,3.28471
0.216348,15.1466,0.786317,0.194554,-0.534664,3.08017
0.216235,14.8558,0.718475,0.275605,-0.557963,1.52719
0.219153,14.6093,0.979904,0.445938,-0.575494,2.12269
0.17786,14.1296,0.73349,0.288665,-0.63251,2.67578
0.247184,15.2991,0.876181,0.216269,-0.647265,1.37955
0.221034,14.7066,0.887258,0.337776,-0.670967,1.72979
0.218434,14.6372,0.737131,0.268138,-0.429412,3.29052
0.246985,14.9133,0.984279,0.342292,-0.645574,2.74432
0.21362,14.5555,0.778248,0.501518,-0.446903,2.55267
0.206768,14.574,0.903556,0.294878,-0.572126,3.28223
0.257206,14.9417,0.884551,0.421741,-0.460366,2.19599
0.232738,14.7686,0.599563,0.381395,-0.495008,1.89823
0.259767,15.1411,0.852993,0.330402,-0.532727,2.03774
0.233183,14.5484,0.882707,0.231081,-0.476635,1.13854
0.196973,14.4179,0.918052,0.250723,-0.497989,2.3737
0.232765,14.6211,0.82798,0.29164,-0.667204,2.13254
0.222678,14.7725,0.935048,0.413756,-0.528282,4.68247
0.210832,14.6162,0.879893,0.211426,-0.632733,2.20894
0.210355,14.565,0.951933,0.327348,-0.43222,2.76928
0.225383,15.0672,0.838222,0.268578,-0.481457,3.11529
0.255045,15.1091,0.70057,0.337107,-0.546953,2.93993
0.198331,14.7447,0.804268,0.401966,-0.443662,1.11756
0.233469,14.7655,0.753573,0.317863,-0.530455,2.49165
0.215645,14.298,0.848761,0.329017,-0.495618,4.45112
0.208217,14.3062,0.896465,0.270099,-0.600532,1.81551
0.232417,14.5479,0.649832,0.418292,-0.770925,1.7599
0.224424,14.6385,0.834088,0.189723,-0.643393,2.90013
0.225002,14.704,0.898312,0.405468,-0.738821,2.01056
0.240414,14.7377,0.634086,0.248291,-0.469792,3.47482
0.235693,15.0346,0.748498,0.264175,-0.572695,1.39762
0.211071,14.7252,0.754617,0.367005,-0.518409,2.78023
0.21571,14.9065,0.658747,0.197913,-0.422195,3.97143
0.232385,14.7892,0.600991,0.464899,-0.590675,2.90452
0.243115,14.8801,0.770056,0.221413,-0.617316,1.14338
0.205168,14.3227,0.816695,0.348229,-0.394421,2.571
0.244612,14.767,0.90722,0.310887,-0.56933,2.34511
0.231685,14.597,0.743535,0.193059,-0.386143,1.49834
0.233268,14.629,0.888804,0.192771,-0.687353,2.69559
0.218387,14.4995,0.79422,0.26632,-0.569477,1.865
0.213177,14.6101,0.724759,0.392663,-0.428716,1.65182
0.218632,14.4598,0.83841,0.219408,-0.427714,3.24844
0.244472,14.8958,0.868815,0.323231,-0.562123,3.57452
0.257251,15.2164,0.872076,0.295067,-0.483617,1.97614
0.227715,14.7418,0.677633,0.500475,-0.546483,1.64306
0.194223,14.5719,0.735895,0.330996,-0.490427,2.60733
0.254543,14.6867,0.85444,0.218474,-0.483606,1.73536
0.255555,15.3128,0.871998,0.292033,-0.557187,2.2888
0.296042,15.2134,0.557615,0.347008,-0.533188,2.68752
0.246115,14.8781,0.752007,0.345274,-0.704954,1.46206
0.202255,14.6204,0.824034,0.240172,-0.533947,2.04279
0.186687,14.0332,0.916563,0.294665,-0.581009,3.58506
0.268739,15.5811,0.820266,0.34693,-0.74954,1.84328
0.254942,15.1824,0.907069,0.302869,-0.349405,0.819656
0.248217,15.0787,0.790134,0.34538,-0.520487,3.49722
0.218738,14.5559,0.900079,0.331351,-0.490952,1.70051
0.238892,15.3379,0.958932,0.364155,-0.538922,2.06749
0.236092,14.6947,0.751797,0.312542,-0.63937,1.24052
0.241405,14.8151,0.853025,0.259406,-0.521012,1.79768
0.240656,14.934,0.835971,0.205061,-0.455225,1.56794
0.227752,14.9494,0.913666,0.38317,-0.451579,4.35411
0.228637,14.3845,0.840683,0.599578,-0.482892,1.69326
0.227082,14.7931,0.931699,0.317458,-0.802673,1.91851
0.219336,14.4694,0.884202,0.471295,-0.65584,2.38666
0.222519,14.8961,0.804203,0.306464,-0.485343,2.46903
0.184506,14.0279,0.837004,0.183809,-0.530824,3.77194
0.217977,14.4098,0.90727,0.329652,-0.34121,2.11314
0.20248,14.7017,0.94102,0.361948,-0.633283,2.4546
0.214122,14.641,0.871825,0.190923,-0.60848,1.70756
0.230556,14.6563,0.829025,0.360406,-0.420136,1.9746
0.252639,14.5701,0.640516,0.182612,-0.387441,3.88837
0.213748,14.7059,0.888246,0.226063,-0.319113,1.78879
0.216248,14.514,0.763536,0.317178,-0.643392,3.64195
0.221907,14.9201,0.764233,0.233812,-0.583449,2.39746
0.22641,14.7397,0.846145,0.391035,-0.508211,3.27338
0.194712,14.3226,0.903793,0.27182,-0.575316,2.38835
0.235557,14.8233,0.892154,0.272534,-0.681962,1.92331
0.242054,14.9239,0.869834,0.287066,-0.561032,1.37638
0.23753,14.964,0.885899,0.218808,-0.408016,2.28151
0.225688,14.9211,0.846252,0.212479,-0.442963,2.70059
0.205028,14.5939,0.788749,0.278775,-0.596075,1.60709
0.203027,14.4649,0.911592,0.275336,-0.505634,4.16131
0.217743,14.6695,0.941439,0.326812,-0.506685,1.84966
0.238798,14.6102,0.68491,0.233459,-0.794437,1.9481
0.215836,14.6003,0.597115,0.402168,-0.560505,3.02115
0.261848,15.211,0.948191,0.30542,-0.633371,1.53598
0.279296,15.2272,0.89238,0.511961,-0.3854,2.53446
0.279336,15.4506,0.920207,0.388612,-0.836706,1.84243
0.243295,15.4541,0.539762,0.204971,-0.507798,3.70565
0.272674,15.9025,0.707131,0.213049,-0.557313,2.30792
0.281794,15.4871,0.612579,0.245277,-0.372378,1.49581
0.243426,14.59,0.78695,0.472777,-0.816137,2.69559
0.237647,15.0915,0.783957,0.663945,-0.615296,2.11337
0.267929,15.2355,0.729384,0.25281,-0.564906,1.85365
0.236263,15.0226,0.873825,0.42601,-0.525913,3.46735
0.214011,14.4566,0.95711,0.433425,-0.489951,1.82998
0.234433,14.981,0.66787,0.294565,-0.481671,1.77918
0.209234,14.5026,0.585439,0.323684,-0.522981,2.69087
0.229987,14.6146,0.779069,0.432941,-0.519794,3.31734
0.217626,14.7542,0.761058,0.430287,-0.596416,1.84835
0.2326,14.4562,0.872371,0.46753,-0.5084,1.7984
0.21421,14.3239,0.765055,0.353773,-0.602926,1.28005
0.271085,15.4002,0.832933,0.352127,-0.715987,4.84724
0.274798,15.2666,0.804815,0.416633,-0.546722,2.71497
0.259619,15.417,0.791202,0.29221,-0.711711,2.86562
0.226766,14.7801,0.586523,0.311749,-0.681525,1.60898
0.211215,14.472,0.758795,0.258973,-0.569885,2.8251
0.217557,14.4333,0.752876,0.403095,-0.553678,1.81019
0.229135,14.717,0.869714,0.3019,-0.572269,1.98689
0.222664,14.7931,0.739615,0.294339,-0.696712,3.67686
0.238882,14.6959,0.788487,0.220942,-0.403692,2.66793
0.192853,14.0848,0.720867,0.628982,-0.745765,1.84358
0.201936,14.4103,0.756782,0.302099,-0.475175,2.10378
0.22047,14.8661,0.814839,0.268222,-0.520208,3.61886
0.251455,15.1861,0.669224,0.205829,-0.635344,2.43686
0.246565,14.9985,0.624544,0.285675,-0.487055,3.10144
0.202551,14.649,0.713721,0.353113,-0.849334,3.63665
0.230465,14.5655,0.816764,0.247216,-0.324034,2.81905
0.188287,14.2574,0.677199,0.430142,-0.614561,2.09698
0.242087,14.8095,0.740339,0.181694,-0.332342,2.82817
0.25211,14.9921,0.805916,0.348544,-0.265545,1.5384
0.205841,14.567,0.889922,0.383298,-0.673569,3.26056
0.238314,14.921,0.799142,0.224203,-0.623492,2.55354
0.253381,14.6998,0.9285,0.297304,-0.478761,1.8178
0.208317,14.7159,0.869394,0.505311,-0.493517,2.4064
0.23701,14.7453,0.775211,0.300733,-0.429089,3.83348
0.257059,15.1046,0.796339,0.36939,-0.581047,6.02158
0.233132,14.7523,0.91743,0.35961,-0.637524,3.5649
0.206496,14.725,0.797765,0.314608,-0.612576,2.48419
0.248916,15.0647,0.831038,0.299637,-0.500676,2.84883
0.214044,14.6181,0.883569,0.320369,-0.412881,1.79024
0.222831,14.6239,0.920016,0.268654,-0.507547,2.38829
0.194236,13.9543,0.872279,0.270523,-0.418749,2.14832
0.218155,14.4418,0.754595,0.308652,-0.452833,2.40717
0.25663,15.1189,0.901856,0.352541,-0.642667,2.12381
0.249137,14.9149,0.78316,0.250492,-0.542606,1.54427
0.262581,15.0899,0.961479,0.274099,-0.660577,1.64982
0.220651,14.8012,0.868979,0.673848,-0.552669,2.18566
0.234049,14.9585,0.783948,0.230061,-0.741342,4.35199
0.202359,14.5125,0.83455,0.397333,-0.713168,2.79121
0.227829,14.8732,0.920469,0.255444,-0.565989,2.70994
0.208235,14.4458,0.92789,0.226449,-0.406595,1.57691
0.219174,14.8853,0.76432,0.318061,-0.718873,1.94158
0.247929,14.916,0.665496,0.585566,-0.691451,2.30791
0.224459,14.307,0.662342,0.243959,-0.496065,4.70282
0.208852,14.4394,0.699464,0.215932,-0.695898,2.14552
0.23308,14.5985,0.921744,0.31615,-0.509381,2.30955
0.231424,14.9062,0.650147,0.261794,-0.600817,3.47368
0.22954,15.0179,0.882088,0.343285,-0.330426,2.4235
0.241876,14.9969,0.941824,0.281932,-0.500839,1.41296
0.213923,14.5722,0.881639,0.297078,-0.29784,2.03034
0.238255,14.8397,0.760089,0.340627,-0.582669,1.66829
0.223367,14.8146,0.944081,0.384825,-0.636571,2.41913
0.230239,15.0214,0.802032,0.338556,-0.726202,4.62175
0.216865,14.5542,0.718678,0.202042,-0.542238,1.31223
0.24396,14.591,0.861534,0.375706,-0.518428,2.56675
0.238347,14.763,0.927409,0.300281,-0.702744,2.65661
0.200028,14.605,0.936702,0.234736,-0.380049,2.59004
0.242065,14.8462,0.931623,0.31262,-0.700047,2.1578
0.200992,14.5985,0.87286,0.272003,-0.569035,2.31958
0.194801,14.3788,0.784026,0.603592,-0.594173,2.32042
0.219148,14.4955,0.750384,0.374437,-0.386092,1.75963
0.240189,14.5641,0.964097,0.407331,-0.433405,2.68881
0.240582,14.785,0.740536,0.385966,-0.515614,2.50074
0.199683,14.4711,0.821961,0.24308,-0.542837,3.66759
0.225628,14.7479,0.862767,0.37331,-0.506279,3.92977
0.241185,14.9921,0.755801,0.285332,-0.435534,1.95966
0.229737,14.718,0.758717,0.256129,-0.696763,3.87859
0.2649,15.4824,0.767657,0.374766,-0.64324,3.19702
0.231019,15.0101,0.727582,0.43662,-0.647293,2.49167
0.199771,14.1359,0.974993,0.429007,-0.511731,2.33531
0.210285,14.3337,0.739564,0.295502,-0.451199,2.45061
0.218558,14.7548,0.801161,0.558474,-0.533417,1.90564
0.251216,14.9059,0.782205,0.147314,-0.576143,3.96188
0.194258,14.231,0.850371,0.232702,-0.452443,1.3526
0.236743,14.9779,0.75015,0.214231,-0.613527,3.2878
0.268056,15.4537,0.715668,0.260631,-0.435956,1.30734
0.189745,14.4044,0.809326,0.27884,-0.562677,2.78117
0.221275,14.6476,0.916211,0.356306,-0.751729,3.94276
0.259037,14.8593,0.713765,0.411317,-0.549279,3.56572
0.254102,15.0835,0.823237,0.319231,-0.651445,2.11171
0.24295,15.061,0.6488,0.30311,-0.756567,2.07552
0.251084,15.0107,0.913972,0.250687,-0.45922,1.88585
0.268775,15.1005,0.911744,0.363562,-0.578789,1.76948
0.249724,15.0454,0.873099,0.225217,-0.479079,2.56074
0.225647,14.5789,0.92786,0.173273,-0.414171,3.70026
0.243288,14.7269,0.684185,0.267464,-0.645785,2.0458
0.213677,14.5228,0.927778,0.209622,-0.290171,1.30499
0.210775,14.3865,0.955174,0.199905,-0.638742,1.77533
0.268309,15.5659,0.801689,0.398636,-0.74098,2.1491
0.270147,15.1277,0.96835,0.515469,-0.614397,1.80548
0.270429,14.8087,0.916027,0.208569,-0.429906,3.8863
0.230914,14.8187,0.765811,0.25401,-0.583504,2.1619
0.209078,14.3355,0.953115,0.266618,-0.656664,3.09642
0.261511,15.1809,0.68456,0.372741,-0.273811,0.93471
0.263135,14.9737,0.843733,0.366675,-0.510977,2.27682
0.210513,14.8686,0.737229,0.363615,-0.448293,2.66495
0.216297,14.4068,0.754007,0.240821,-0.725158,3.36389
0.197625,14.3362,0.804243,0.299043,-0.396816,1.6431
0.223018,14.7142,0.690493,0.390335,-0.547663,2.91358
0.258882,15.0109,0.832252,0.27528,-0.506104,2.32058
0.199101,14.3335,0.939283,0.402075,-0.376028,3.26256
0.227365,14.5442,0.633033,0.358831,-0.461598,3.15473
0.205083,14.5367,0.916727,0.236125,-0.424452,4.33244
0.241819,14.9462,0.792291,0.246281,-0.699973,3.75248
0.205352,14.4108,0.85908,0.320982,-0.37434,2.9763
0.237553,14.9475,0.742094,0.44892,-0.611358,2.3644
0.246936,15.3892,0.894108,0.199498,-0.716601,2.50176
0.203269,13.8924,0.9163,0.266183,-0.435709,2.86256
0.215217,14.2497,0.737979,0.469375,-0.444029,1.90076
0.199792,14.2504,0.805859,0.279934,-0.551216,1.39315
0.21192,14.5011,0.572639,0.152052,-0.640272,3.27875
0.229173,14.4705,0.926842,0.434638,-0.507848,1.86478
0.219552,14.6178,0.698506,0.304038,-0.492721,1.8895
0.266372,15.4724,0.851563,0.577423,-0.672494,2.01254
0.260871,15.2156,0.870368,0.252564,-0.538747,2.1284
0.211911,14.7585,0.703491,0.333134,-0.435966,1.11998
0.217567,14.3864,0.795943,0.349742,-0.40775,3.76553
0.209724,14.4432,0.825344,0.201309,-0.597294,2.90634
0.236123,15.0258,0.793375,0.236196,-0.615116,5.41199
0.209897,14.4457,0.821505,0.425461,-0.655215,1.51283
0.23526,14.7195,0.974378,0.325949,-0.391972,2.63396
0.218366,15.1325,0.939527,0.151819,-0.563071,1.5444
0.205208,14.5588,0.841091,0.208171,-0.439611,3.18707
0.229828,14.9057,0.930148,0.296979,-0.570279,3.98039
0.271861,15.0724,0.69401,0.526642,-0.440225,2.93776
0.2113,14.6422,0.730333,0.369324,-0.424202,1.99816
0.227095,14.5858,0.921863,0.348775,-0.588948,1.69101
0.22886,14.5947,0.87155,0.500152,-0.6788,2.91481
0.198616,14.6857,0.828074,0.232809,-0.648624,2.0845
0.259814,15.3415,0.862122,0.412718,-0.488813,4.99112
0.241482,14.8576,0.675429,0.261568,-0.561894,2.57383
0.228124,14.4502,0.954405,0.388065,-0.374264,2.51998
0.216268,14.2892,0.812841,0.181723,-0.4451,2.35785
0.216509,14.6928,0.756874,0.24575,-0.635418,3.12102
0.221367,15.0492,0.710727,0.375629,-0.803523,1.94869
0.273301,15.5986,0.739506,0.400844,-0.555948,2.45733
0.247536,15.2431,0.644958,0.425976,-0.615752,2.34087
0.236598,14.9957,0.610008,0.245857,-0.652165,2.99563
0.235174,15.0479,0.731138,0.444494,-0.536355,3.71106
0.243528,14.9968,0.82614,0.119129,-0.602811,2.3111
0.206832,14.4191,0.851864,0.378085,-0.55823,2.00339
0.244176,14.9538,0.899894,0.285184,-0.766553,1.466
0.252224,14.7816,0.663552,0.281413,-0.542347,1.76192
0.217031,14.358,0.830929,0.474689,-0.610057,2.70365
0.267213,15.0168,0.902907,0.299277,-0.456563,4.2313
0.245535,14.9691,0.982151,0.291467,-0.467582,3.53708
0.245243,14.8392,0.980061,0.257304,-0.561887,2.72711
0.23009,14.7003,0.902303,0.376257,-0.593032,3.64179
0.221033,14.6471,0.796384,0.274785,-0.680157,1.50315
0.212812,14.2717,0.786786,0.344402,-0.643782,2.54313
0.193094,14.1461,0.921168,0.162414,-0.534655,1.48889
0.23213,14.8455,0.893918,0.303557,-0.490325,3.0904
0.230894,14.4389,0.870105,0.359807,-0.524501,3.01712
0.229917,14.455,0.80071,0.284808,-0.593443,3.06892
0.234316,14.862,0.894244,0.448149,-0.628087,2.41454
0.227939,14.7762,0.85988,0.212252,-0.423588,5.72417
0.209067,14.0993,0.849168,0.310375,-0.369628,2.89651
0.256867,15.1138,0.781438,0.272994,-0.60078,2.70841
0.204209,14.5538,0.752138,0.312625,-0.359871,2.15007
0.204302,14.1899,0.759189,0.335631,-0.619335,2.99497
0.241065,14.6885,0.753771,0.26012,-0.62502,3.47791
0.213993,14.2043,0.870415,0.343228,-0.588714,2.61225
0.205555,14.6582,0.983374,0.235696,-0.528953,1.82773
0.206598,14.5382,0.862894,0.222761,-0.811994,1.43385
0.207236,14.471,0.816125,0.208396,-0.576927,2.51166
0.21454,14.7655,0.847566,0.34342,-0.623797,1.2655
0.243955,14.7305,0.695359,0.373742,-0.812094,4.52973
0.233965,15.0857,0.949891,0.302785,-0.684199,2.06615
0.235841,15.142,0.863075,0.330714,-0.586127,1.77453
0.228536,14.7201,0.643296,0.160236,-0.465464,1.23309
0.211224,14.5729,0.863731,0.341186,-0.59303,4.26686
0.243258,14.8003,0.558494,0.297171,-0.785463,1.41247
0.254689,15.2045,0.681243,0.46815,-0.594636,1.95712
0.201073,14.6432,0.703532,0.367131,-0.44171,2.29361
0.26348,15.2086,0.88321,0.190546,-0.563975,2.9719
0.239517,14.5159,0.90665,0.217751,-0.570416,3.41256
0.251378,14.9437,0.640707,0.182988,-0.480915,3.28361
0.257583,15.1135,0.905923,0.154477,-0.689677,2.29722
0.222731,14.5888,0.851016,0.256741,-0.449309,2.09795
0.257486,15.2532,0.736394,0.606907,-0.474319,2.95241
0.248665,14.8453,0.760428,0.21064,-0.711887,1.79192
0.220785,14.5154,0.908944,0.578715,-0.580943,1.95643
0.214696,14.3658,0.852582,0.321787,-0.651473,3.47724
0.258827,14.9343,0.94993,0.277535,-0.539074,2.91413
0.251594,14.8204,0.935489,0.352743,-0.533311,2.24183
0.249493,15.1277,0.79704,0.273564,-0.380693,1.77244
0.254954,15.0595,0.66025,0.313463,-0.532685,1.90874
0.237087,14.9531,0.791544,0.347914,-0.516925,3.04439
0.245387,14.8383,0.750854,0.303105,-0.519572,2.3962
0.235311,14.8414,0.883555,0.283992,-0.637605,2.50785
0.216356,14.5094,0.93443,0.270238,-0.653488,2.61564
0.237264,14.701,0.901345,0.384423,-0.46984,1.84177
0.26509,14.9466,0.600429,0.319855,-0.432207,1.71736
0.245245,15.0201,0.861427,0.284382,-0.61889,1.37519
0.235091,14.4345,0.725298,0.263541,-0.520187,1.56888
0.22795,14.8528,0.797643,0.349051,-0.700951,1.42118
0.204348,14.4789,0.826741,0.226016,-0.573943,2.92218
0.205937,14.4888,0.751745,0.433091,-0.481888,2.89325
0.248707,14.713,0.804688,0.24794,-0.41405,2.30693
0.24646,15.1062,0.838275,0.294372,-0.588172,2.06221
0.243756,14.934,0.944401,0.265825,-0.609313,4.26603
0.204694,14.5734,0.646997,0.287318,-0.565664,2.10333
0.218182,14.6099,0.779638,0.618683,-0.472925,4.26679
0.220049,14.7162,0.852216,0.286772,-0.476865,2.28716
0.209855,14.6301,0.818648,0.274224,-0.529879,2.10066
0.22447,14.4803,0.776756,0.246756,-0.527071,1.35613
0.243934,15.4091,0.9202,0.326607,-0.56358,1.12929
0.227882,15.03,0.823537,0.28135,-0.680614,1.60209
0.258301,15.0041,0.971679,0.24409,-0.507346,2.06225
0.238623,15.4788,0.80356,0.289386,-0.562449,2.28344
0.22777,15.1551,0.667415,0.324663,-0.370404,4.8007
0.231027,14.9385,0.635441,0.396584,-0.667353,2.64911
0.282597,15.0959,0.696078,0.254263,-0.678023,4.00844
0.227439,14.638,0.784266,0.251994,-0.569719,2.90204
0.233298,14.836,0.97818,0.228469,-0.498387,1.60442
0.233894,15.14,0.905833,0.448993,-0.676564,2.0667
0.227943,14.3464,0.781364,0.276716,-0.516891,4.11972
0.229137,15.0772,0.945663,0.388076,-0.421078,2.77807
0.198953,14.1544,0.934354,0.461032,-0.479436,3.76261
0.233503,14.7102,0.794155,0.3638,-0.41261,3.38468
0.224588,14.4975,0.597772,0.23477,-0.55608,4.38238
0.270488,15.3698,0.935792,0.39806,-0.468905,2.20493
0.255586,15.3155,0.565843,0.320428,-0.455809,1.79579
0.264018,15.321,0.716325,0.2382,-0.66132,2.65308
0.242921,14.9729,0.810647,0.278144,-0.620735,2.45399
0.212177,14.4572,0.821584,0.137887,-0.469969,2.27257
0.260981,15.1603,0.958509,0.315757,-0.494442,1.65002
0.251822,15.2481,0.751106,0.239506,-0.58668,3.24813
0.227076,14.4252,0.592535,0.274553,-0.48055,1.94879
0.24839,14.6888,0.838537,0.242046,-0.645642,1.28104
0.238322,14.8544,0.70235,0.223176,-0.658415,4.38958
0.205951,14.4388,0.933999,0.321495,-0.4948,1.66198
0.219017,14.37,0.797055,0.268983,-0.633157,1.79529
0.202961,14.3375,0.759305,0.277964,-0.587152,3.32645
0.243731,14.9899,0.67151,0.208552,-0.690052,2.22058
0.203999,14.6292,0.729872,0.270745,-0.631793,2.09204
0.217904,14.5939,0.971195,0.296479,-0.543998,3.93576
0.22618,14.9139,0.693458,0.21637,-0.436074,1.71519
0.204471,14.3592,0.794666,0.345675,-0.475163,1.56125
0.25603,14.992,0.699238,0.249007,-0.533374,1.55496
0.247941,15.2033,0.855926,0.185761,-0.688996,3.55761
0.261826,15.2052,0.859908,0.209092,-0.480184,2.08866
0.22537,14.7968,0.693633,0.237416,-0.465765,2.46071
0.193206,14.2783,0.740164,0.191347,-0.573181,2.08437
0.225019,14.6843,0.922233,0.283228,-0.440628,3.43116
0.207278,14.3213,0.877078,0.287639,-0.646628,2.79339
0.235404,14.9327,0.859624,0.241885,-0.67952,1.64911
0.226007,14.6419,0.623888,0.323894,-0.38052,1.76931
0.254684,15.0906,0.889475,0.376035,-0.567591,2.36239
0.243001,14.9514,0.818131,0.35835,-0.525293,2.39355
0.258744,15.0969,0.823622,0.487868,-0.608724,3.61509
0.245462,14.7855,0.834404,0.284921,-0.677499,2.43672
0.24613,14.994,0.707854,0.308057,-0.610894,5.05914
0.224242,14.8766,0.857434,0.372489,-0.674049,1.80093
0.247039,14.7662,0.84675,0.307563,-0.51258,1.75165
0.215185,14.4676,0.893478,0.182313,-0.419653,1.49006
0.229535,14.8324,0.872111,0.372796,-0.369894,0.894287
0.220219,14.3707,0.630943,0.262556,-0.522329,1.53692
0.236928,15.048,0.882276,0.360288,-0.571401,2.74318
0.210026,14.5276,0.757713,0.245153,-0.574815,2.67285
0.234396,14.8354,0.66215,0.300793,-0.626817,1.98907
0.224685,14.6863,0.832565,0.548982,-0.43316,1.31025
0.240819,14.8133,0.851529,0.445387,-0.605769,2.27999
0.205494,14.6872,0.814643,0.228601,-0.512801,2.17168
0.194005,14.2826,0.710213,0.389868,-0.643725,3.69941
0.204327,14.4241,0.683336,0.227497,-0.607248,1.8935
0.211001,14.4949,0.938176,0.351891,-0.503617,3.75058
0.247437,14.7493,0.81372,0.34124,-0.530183,2.71972
0.22407,14.8733,0.86883,0.461558,-0.645117,1.70193
0.239431,14.8894,0.8758,0.44662,-0.604158,1.28014
0.260884,14.9287,0.798127,0.248325,-0.679302,2.37925
0.238417,14.6252,0.876539,0.233029,-0.648218,3.93805
0.257866,15.0947,0.686397,0.473385,-0.607897,1.72135
0.208578,14.6549,0.780474,0.600889,-0.522782,2.67084
0.270139,15.033,0.869527,0.234857,-0.655695,2.44408
0.216066,14.5242,0.835568,0.236547,-0.55069,5.56839
0.223062,14.5544,0.750619,0.255507,-0.614143,4.67031
0.192719,14.5171,0.882566,0.459657,-0.46631,2.9668
0.222228,14.7852,0.607224,0.261159,-0.465686,1.18035
0.228145,14.6892,0.904603,0.33271,-0.644527,2.201
0.214078,14.8793,0.907592,0.421125,-0.712945,2.42263
0.21334,14.2508,0.858422,0.344852,-0.664424,2.45269
0.19109,14.1509,0.951377,0.319465,-0.613766,2.99857
0.254209,14.9188,0.906699,0.392052,-0.677585,1.07283
0.224541,14.8363,0.788153,0.420087,-0.811712,1.9175
0.241796,15.0073,0.661804,0.267335,-0.609683,2.08282
0.213027,14.4861,0.830315,0.216753,-0.343001,2.23436
0.244043,14.713,0.82671,0.490186,-0.654866,1.60765
0.255912,15.2444,0.846164,0.42619,-0.7359,2.59693
0.255177,14.912,0.740947,0.376643,-0.538481,3.57877
0.239659,14.7041,0.69159,0.301943,-0.545087,3.80661
0.236192,14.9931,0.793285,0.244742,-0.633214,3.3324
0.217893,14.4422,0.868159,0.233192,-0.495805,3.20774
